"ID"	"method"	"date"	"eventDate"	"NO2"	"NO2_N"	"NO3"	"NO3_N"	"PO4"	"PO4_P"	"NH4"	"NH4_N"	"equipment"	"NO2_lower_limit_of_quantification_mgL"	"NO2_upper_limit_of_quantification_mgL"	"NO3_lower_limit_of_quantification_mgL"	"NO3_upper_limit_of_quantification_mgL"	"PO4_lower_limit_of_quantification_mgL"	"PO4_upper_limit_of_quantification_mgL"	"NH4_lower_limit_of_quantification_mgL"	"NH4_upper_limit_of_quantification_mgL"
"S111"	"grab"	"2018-04-19"		0.02	0.006	2.5	0.565	1.7	0.554	0.1	0.078	"Colorimetric Test"								
"S111"	"grab"	"2018-05-30"		0.02	0.006	1	0.226	1.4	0.457	0.1	0.078	"Colorimetric Test"								
"S111"	"grab"	"2018-07-11"		0.01	0.003	1.6	0.361	0.6	0.196	0.1	0.078	"Colorimetric Test"								
"S111"	"grab"	"2018-06-21"		0.01	0.003	1.6	0.361	0.5	0.163	0.1	0.078	"Colorimetric Test"								
"S112"	"grab"	"2019-07-01"		0.059	0.018	5.046	1.14	0.196	0.064	0.052	0.04	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S112"	"grab"	"2019-06-11"		0.092	0.028	4.515	1.02	0.153	0.05	0.035	0.027	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S112"	"grab"	"2019-05-21"		0.2	0.061	5.312	1.2	0.276	0.09	0.046	0.036	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S112"	"grab"	"2019-04-29"		0.049	0.015	4.56	1.03	0.153	0.05	0.019	0.015	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S112"	"grab"	"2019-04-10"		0.053	0.016	5.401	1.22	0.153	0.05	0.03	0.023	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S113"	"grab"	"2018-04-17"		0.01	0.003	2	0.452	0.2	0.065	0.1	0.078	"Colorimetric Test"								
"S113"	"grab"	"2018-05-09"		0.01	0.003	3.1	0.7	0.8	0.261	0.1	0.078	"Colorimetric Test"								
"S113"	"grab"	"2018-03-19"		0.01	0.003	3.1	0.7	0.2	0.065	0.1	0.078	"Colorimetric Test"								
"S113"	"grab"	"2018-07-30"		0.01	0.003	2.5	0.565	0.5	0.163	0.1	0.078	"Colorimetric Test"								
"S113"	"grab"	"2018-07-10"		0.01	0.003	2.5	0.565	1.7	0.554	0.1	0.078	"Colorimetric Test"								
"S113"	"grab"	"2018-05-29"		0.01	0.003	1.6	0.361	1.3	0.424	0.1	0.078	"Colorimetric Test"								
"S113"	"grab"	"2018-06-20"		0.01	0.003	2.3	0.52	1.2	0.391	0.1	0.078	"Colorimetric Test"								
"S114"	"grab"	"2018-07-11"		0.01	0.003	1.9	0.429	0.3	0.098	0.1	0.078	"Colorimetric Test"								
"S114"	"grab"	"2019-07-01"		0.095	0.029	8.189	1.85	0.322	0.105	0.082	0.064	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S114"	"grab"	"2018-06-21"		0.01	0.003	1.5	0.339	0.6	0.196	0.1	0.078	"Colorimetric Test"								
"S114"	"grab"	"2018-05-08"		0.01	0.003	1.2	0.271	0.8	0.261	0.1	0.078	"Colorimetric Test"								
"S114"	"grab"	"2019-06-11"		0.099	0.03	6.906	1.56	0.193	0.063	0.095	0.074	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S114"	"grab"	"2018-04-19"		0.01	0.003	1.9	0.429	1.1	0.359	0.1	0.078	"Colorimetric Test"								
"S114"	"grab"	"2018-03-20"		0.01	0.003	1.8	0.407	0.2	0.065	0.1	0.078	"Colorimetric Test"								
"S114"	"grab"	"2018-05-30"		0.02	0.006	1.2	0.271	2	0.652	0.1	0.078	"Colorimetric Test"								
"S114"	"grab"	"2019-05-21"		0.125	0.038	6.552	1.48	0.359	0.117	0.062	0.048	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S114"	"grab"	"2019-04-29"		0.056	0.017	8.101	1.83	0.153	0.05	0.035	0.027	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S114"	"grab"	"2018-07-31"		0.01	0.003	1.6	0.361	0.3	0.098	0.1	0.078	"Colorimetric Test"								
"S114"	"grab"	"2019-04-08"		0.066	0.02	8.012	1.81	0.276	0.09	0.061	0.047	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S115"	"grab"	"2018-10-19"		0	0	0	0	0.25	0.082	0	0	"Colorimetric Test"								
"S115"	"grab"	"2018-05-01"		0	0	0	0	0	0	0	0	"Colorimetric Test"								
"S115"	"grab"	"2018-06-05"		0	0	0	0	0.5	0.163	0	0	"Colorimetric Test"								
"S115"	"grab"	"2018-05-25"		0	0	0	0	0	0	0	0	"Colorimetric Test"								
"S116"	"grab"	"2019-07-01"		0	0	2.479	0.56	0.098	0.032	0.01	0.008	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S116"	"grab"	"2019-04-15"		0.023	0.007	2.346	0.53	0.009	0.003	0	0	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S116"	"grab"	"2019-05-20"				2.169	0.49	0	0	0	0	"Photometer"			1	60	0.15	4.5	0.02	2.5
"S116"	"grab"	"2018-10-16"		0	0	2	0.452	0.35	0.114	0.1	0.078	"Colorimetric Test"								
"S116"	"grab"	"2018-05-02"		0	0	0	0	0.25	0.082	0	0	"Colorimetric Test"								
"S116"	"grab"	"2019-04-29"		0.01	0.003	3.32	0.75	0.46	0.15	0	0	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S116"	"grab"	"2019-06-11"		0	0	2.39	0.54	0.169	0.055	0.005	0.004	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S116"	"grab"	"2018-06-05"		0	0	0	0	0	0	0	0	"Colorimetric Test"								
"S117"	"grab"	"2018-06-06"		0	0	2	0.452	0	0	0	0	"Colorimetric Test"								
"S117"	"grab"	"2018-05-02"		0	0	0	0	0.25	0.082	0	0	"Colorimetric Test"								
"S118"	"eds"	"2019-06-05"	"2019-06-04"	0.259	0.079	15.095	3.41	1.196	0.39	0.112	0.087	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S118"	"grab"	"2019-06-11"		0.151	0.046	11.067	2.5	0.38	0.124	0.088	0.068	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S118"	"grab"	"2019-05-20"		0.043	0.013	9.473	2.14	0.242	0.079	0.048	0.037	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S118"	"grab"	"2019-07-02"		0.066	0.02	12.528	2.83	0.294	0.096	0.053	0.041	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S118"	"grab"	"2019-04-08"		0.049	0.015	12.793	2.89	0.255	0.083	0.018	0.014	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S118"	"grab"	"2019-05-07"		0.115	0.035	10.58	2.39	0.159	0.052	0.035	0.027	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S118"	"eds"	"2019-06-11"	"2019-06-11"	0.634	0.193	15.449	3.49	2.165	0.706	0.171	0.133	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S119"	"grab"	"2018-10-16"		0	0	0	0	0.25	0.082	0	0	"Colorimetric Test"								
"S119"	"grab"	"2018-05-01"		0	0	0	0	0	0	0	0	"Colorimetric Test"								
"S119"	"grab"	"2018-06-06"		0.05	0.015	0	0	0.5	0.163	0	0	"Colorimetric Test"								
"S120"	"grab"	"2018-03-20"		0.01	0.003	1.5	0.339	3.3	1.076	0.1	0.078	"Colorimetric Test"								
"S120"	"grab"	"2018-07-31"		0.03	0.009	1.4	0.316	0.7	0.228	0.2	0.155	"Colorimetric Test"								
"S120"	"eds"	"2018-07-04"	"2018-07-04"	0.06	0.018	1.8	0.407	0.7	0.228	0.6	0.466	"Colorimetric Test"								
"S120"	"grab"	"2018-04-18"		0.03	0.009	2	0.452	1.8	0.587	0.4	0.311	"Colorimetric Test"								
"S120"	"grab"	"2018-05-08"		0.01	0.003	1.3	0.294	0.3	0.098	0.1	0.078	"Colorimetric Test"								
"S120"	"grab"	"2018-07-11"		0.01	0.003	1.3	0.294	0.5	0.163	0.1	0.078	"Colorimetric Test"								
"S120"	"grab"	"2018-05-30"		0.02	0.006	1.3	0.294	0.5	0.163	0.1	0.078	"Colorimetric Test"								
"S120"	"grab"	"2018-06-21"		0.02	0.006	13	2.937	0.5	0.163	0.1	0.078	"Colorimetric Test"								
"S121"	"grab"	"2018-04-17"		0.01	0.003	1.3	0.294	0.2	0.065	0.1	0.078	"Colorimetric Test"								
"S121"	"grab"	"2018-05-29"		0.01	0.003	1.4	0.316	1.3	0.424	0.1	0.078	"Colorimetric Test"								
"S121"	"grab"	"2018-05-09"		0.01	0.003	1.5	0.339	0.3	0.098	0.1	0.078	"Colorimetric Test"								
"S121"	"grab"	"2018-07-30"		0.01	0.003	1	0.226	0.4	0.13	0.1	0.078	"Colorimetric Test"								
"S121"	"grab"	"2018-03-19"		1.7	0.518	0.01	0.002	0.2	0.065	0.1	0.078	"Colorimetric Test"								
"S121"	"grab"	"2018-06-20"		0.01	0.003	1.9	0.429	0.6	0.196	0.1	0.078	"Colorimetric Test"								
"S121"	"grab"	"2018-07-10"		0.01	0.003	1.3	0.294	0.7	0.228	0.1	0.078	"Colorimetric Test"								
"S122"	"grab"	"2018-05-01"										"Colorimetric Test"								
"S123"	"grab"	"2019-04-29"		0.029	0.009	5.05	1.141	0	0	0.132	0.103	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S123"	"grab"	"2019-05-20"		0.03	0.009	4.648	1.05	8.366	2.728	0.024	0.019	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S123"	"grab"	"2019-04-08"		0.88	0.268	7.216	1.63	2.054	0.67	0.079	0.061	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S123"	"eds"	"2019-05-20"	"2019-05-20"	0.082	0.025	4.869	1.1	11.067	3.609	0.002	0.002	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S123"	"eds"	"2019-07-01"		0.013	0.004	2.745	0.62	0.003	0.001	0.077	0.06	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S124"	"grab"	"2018-05-01"		0	0	0	0	0.25	0.082	0	0	"Colorimetric Test"								
"S124"	"grab"	"2018-06-08"										"Colorimetric Test"								
